,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
,1,-51.3693863196249,-45.6704060791994,-20.9008681054534,-85.7026303999714,-98.6509642586334,-31.7437127716448,-23.3132435908315,-71.1961801413377,-26.8271599995028,-58.5495228656951,-8.47209277170577,-38.868318026196,-61.7394666040877,-12.0131317502992,-25.9039238846935,-30.6983249770278,-42.2698930581437,-20.6499486573452,-26.7038894185271,-39.0096088154701,-44.9120924819895,-53.8116381827645,-18.9923386603696,-44.9526046083884,-9.52877179813368,-54.3570171257475,-24.0298523911993,-76.8740985095292,-49.5767656922453,-55.0456193738009,-28.2074705172045,-28.0605910691693,-26.4168393154973,-35.5782503506275,7.55588151706888,-14.8934264112795,-2.27141064262787,-71.0164973742153,-44.3993489081922,-31.4016264324086,-55.4112794462158,-45.2277457171026,-46.0023190267375,-42.5252723506023,-30.2805104391646,-39.9266772419751,-59.2002281434129,-32.1921405597877,7.87237628034291,-25.6626151705691,-30.5038790691688,-53.79786557436,-55.7272721988124,-69.3514690136717,-69.7776095419545,-33.8300550250501,-65.2672153460094,-45.0076847626729,2.72162192695077,9.80503666698814,6.06386314210613,-15.0079053668746,-16.3022889767744,-43.6242754870659,-45.752252196085,-50.9169375879733,-45.5072860285313,-32.4432373151126,-34.5386721171399,-35.0501562627073,-20.4220373275102,-3.87545330287094,-2.53928226704375,-53.6568311075866,-50.773325748296,-46.3096179309473,-45.8024982947709,-62.5969519980404,-47.2671875300121,-50.94712983822,-59.2778929722454,-45.148723874544,-43.5413661369053,3.3497012443836,1.76612973931742,-25.5872938799421,-27.959094263786,-24.1888533700871,-8.78670225729638,-50.6502826554042,-62.2771957545483,-37.7730378362126,-54.1682616313951,-41.468004665679,-63.0421795541192,-25.6239992572846
,2,-21.8330426628063,-25.4340592911635,-14.0135784658319,-36.3782513162919,0.480508048318825,-16.2066528379114,-7.42528095572607,-7.25373135631298,-17.781659482574,-20.63679749314,4.46125360679525,-12.8439072313145,-16.4066808088137,-7.25450303594107,-8.96005316483888,-20.2942110214149,-25.9487903393656,4.48445789707375,-18.44740258604,-19.1758082683609,-18.8414975137589,-7.00496466357663,-6.91691731441279,-16.179886580218,-7.64746952366568,-0.626390085573803,-12.0649481680452,-61.548947021769,-9.39172485513836,-35.7585112058368,-15.3820883201788,-15.8441012140079,-10.1646402941187,-13.2299971477996,-1.88827573363596,-6.49813977823351,6.02448085354445,3.3974237933071,-8.97769853328964,-3.77024515314679,-6.65343769310539,-17.929672466109,-7.08774297161835,-11.3801771704084,-13.045538389455,-18.1733995179357,13.9572030542145,-14.0768800559622,4.08843755385897,-7.40786434511483,-0.210210787193319,0.643118846640846,-12.1964352472605,-28.7399801037832,-13.6145194961009,-7.18106433076446,-18.4650128255371,-8.99931074092729,12.4983978927671,-3.31121469782283,3.78336196272949,0.918594801855306,12.9180628482131,-7.85547364625654,-4.29340157969455,-13.0109011915442,-9.85406137350446,-10.3079515788704,-9.96822686340875,-4.9084434648712,3.17296316296915,3.68976021632898,-7.47182352152004,0.827211648924276,-11.0915516828622,0.449381661616826,-10.1584122571207,-12.6826579723111,-19.8758155764485,-14.7611492853721,-10.4233347400459,0.394645852793019,3.71720003337623,14.7230497122273,8.72543938232502,15.3279095639477,7.32417530012663,14.0412253787554,23.5113743680345,8.91694733075519,-27.0667874657506,11.3545745496954,-5.97661780261069,2.91013274269108,-7.09887467429917,1.41492585459082
,3,0.973321457144721,-2.26814918260425,-6.90262200422012,4.16625718578098,-1.74061447985196,2.22156434365479,-2.70920221653887,3.11424882670553,-3.00492035141724,-12.0204545859674,10.9278945933002,1.31122643566459,-1.29233925129847,3.31310907587658,4.15811364146339,-8.47105909100537,-7.89317346588768,9.25899181767772,-3.39559621804074,-9.71259110168785,-11.2649857664874,3.43220194406285,-0.033582385893169,9.45104342568766,-8.02818195303098,-0.405891059118403,-6.01393863595013,-8.55451469956688,2.49437918092599,-22.5853950163255,-0.903117330987243,-2.43161476425121,4.58770347744849,0.573925005875026,8.84266295252246,-0.07647061580019,3.10940411636147,3.52277979664314,3.03449987560407,-0.218438519797473,7.46953567429637,0.547694293321001,5.17116943016754,10.7343534810811,9.76231312850177,4.92138718613114,17.0051950980555,-1.88977868391112,12.7904734040198,-1.71891085805464,14.0613208893119,6.84648132870279,8.05611019693333,-0.312674104399775,3.81281881128007,6.83674404700514,-6.5328922752642,-0.0523888057136901,18.3054459968503,7.39002701960044,6.31247699177857,10.0110639464433,13.3667396716096,-3.16003402320985,0.506835847822003,1.68252015932103,1.9944770330826,13.3131026962419,4.77041379664024,3.71616833752341,16.2133678296764,12.3330493941962,-1.06169835474839,8.40084468915029,1.23712358412604,6.35755997344495,3.70639220522344,7.35497065322443,-2.64433143975566,2.41958208822962,-2.49849513452409,10.1483309612836,14.3964748445196,15.805963003183,15.1719287980964,15.8118869498612,16.9236805115179,11.8943783258346,24.3686222112424,15.7515542464189,-3.35720728812976,15.4521379400621,9.13193985784665,15.7420699733443,5.70591862465881,8.73836455598166
,4,6.44281746541174,4.55980921538503,4.67667453068316,7.56485103807472,2.36102289870996,7.55809080319204,7.30242559435283,-0.858358730403779,6.81541783029616,14.9955354460458,7.45716321308009,2.65118873124129,6.75100761229714,4.63895197494048,8.83664434604952,2.69435299836505,-11.4342421988731,9.66834675353948,-1.12107469601324,3.43004068145819,-4.92467618587898,4.11519691238937,1.43297192022055,8.20119224904511,-0.800112964625441,12.0907319951802,1.48035594698831,-7.40040357181442,5.2845350476432,-15.339504198856,3.59974944677106,4.78978590248471,10.3099399563675,4.70464562967663,3.02568401091094,4.42564153507692,10.9696200830845,0.624510728279347,4.26750219504493,5.86873211795501,6.2651815408517,6.11824800876684,8.9513780167149,5.50979936201793,10.0274643528792,8.86289258177749,9.53733052703728,5.86820132193952,13.2108727605573,27.9294271829208,10.4692212620166,12.4969622651552,10.2874546832586,2.9309123697044,7.30757799716821,8.66983844040851,2.79625888704322,7.1446585057306,8.65444060769551,8.53432243095085,9.99855364099358,8.00850306866687,10.8308285863027,12.0495173467907,7.63268799556954,6.38494899211628,4.62828214147657,8.87123994626745,12.3450975967662,6.80690800165121,9.36638868662294,13.7333354620869,9.19851602155222,0.635186318005253,5.21996075148536,10.2019848631844,13.5349471200434,7.71469768110092,5.29337788969769,3.45866799112036,8.0287215280282,7.07321151579617,14.9808100979594,22.5009442660876,8.69747194422507,8.21078865274512,15.020866283653,10.7057186770571,18.547242265131,14.0664758445528,2.04241891497441,5.01082910244804,12.4891532842153,4.7036023149285,9.54688896982861,12.2101733354993
,5,7.11202246521589,9.45374505069003,6.0924123345394,6.68971167573136,4.39572844149689,7.82021812488756,10.4773553163072,10.0980881536011,9.15505056894017,10.6612640163767,11.6990304464071,9.33867275329385,1.76448059973563,5.69936993085594,7.58572938103771,5.70764920560077,-6.74959065074881,10.181092809662,2.67623350668555,-0.346897318734136,19.038814578757,6.4915277947066,4.39495666290441,5.34522135369343,10.1854653019618,11.283257516372,10.2877660667609,11.9159223872052,10.0829875414897,30.440586268689,8.59961095996186,11.2051201732843,14.7943498218228,1.89100299715801,7.7327913393583,5.16709528938645,7.31479253462294,29.7286402238619,8.19187320700939,5.02673914118077,22.2784088687899,11.777356365707,11.0212089550591,13.4796943711663,11.4211446879326,8.32094455636616,4.10552528422204,11.6910692727247,15.8631788585085,14.2021207534053,9.34479808694641,15.2139152809218,4.84080558161031,13.0985211687348,2.9134671987531,13.5626894623188,8.70501734443405,8.04460068466324,6.05865276022314,13.8968561412776,14.1274180554478,6.18740231239553,5.80663905257688,12.5752923953355,7.22431341260835,0.32173351783922,13.1624620686202,7.81865666243448,16.1184629934792,6.72663288884951,9.15507214675017,8.25822642816775,12.5299779996699,2.93582574922084,10.7376221930663,9.35159227198119,10.2448229490151,11.8728384983456,10.7578088135474,2.85255833008705,9.15635716518364,7.01782055064405,7.45425484125371,11.5674670033536,11.2356666260071,11.332421891113,15.8638183729736,13.7200714707169,5.36420281719484,14.9694014467814,6.65054654523192,5.12264588454309,5.93423033576892,10.1855534416013,6.43218701833393,15.1016701379863
,6,9.49478133487992,10.3562615879973,7.65796675278443,8.00193561645074,9.41833045407429,8.20407619346588,6.80962726990492,4.47247231308484,2.20527519355437,3.6506723969801,6.39050238219625,2.22825112088503,2.97596850478521,9.48751479774319,8.12761617022807,7.59639415140964,16.4863753058385,7.41272606561733,4.86174637662361,8.59297290811082,9.18924765662314,6.71766492859433,7.62626878783658,6.34704038927794,10.0173763740945,3.27846991609977,7.45520156720431,9.57740611171812,2.82026519649571,18.4194924201938,3.471499109251,5.88974278899968,7.83576680170609,2.65879778320823,6.46637687369366,-0.856799126618625,7.17438911866748,9.17977600204904,6.70645205476376,10.1048358359153,11.9159574450318,5.63878411103087,10.3875266692176,9.74245552211687,16.6974333478015,4.26126189870911,-4.25412631298195,6.01736715439301,6.99406691658896,15.160642281126,4.21786217945692,13.6774573448538,8.61269839608212,7.19514900750664,8.21038112071756,1.86021285945208,7.56006921255857,8.68537537522525,1.86511940909895,3.47728178407624,2.77919661244459,0.139857585264963,4.58814753995739,4.87787584296802,15.0497144524875,32.3272791679419,4.85029468994981,6.59956330450223,10.0649404570149,8.2944600936471,3.78262261181089,8.4646915761723,5.40325532398174,-1.18672058244738,8.53073284043012,3.26078557144865,12.8598880917402,5.71564107931135,6.32878053564855,5.50978006289688,2.80862824883297,6.65266796463766,2.67809437625147,7.28902944267747,7.05137422766711,9.21606212281677,7.51023384634755,10.588926277369,4.25156174581525,6.71670745806114,-2.93070107633594,6.63165117633935,7.90077590504461,7.23380705914042,3.05849324863493,3.96013481264436
,7,12.8689113644232,9.25396860594537,14.0803006114529,6.54615038259089,13.5401600752693,8.89586206945432,6.69535676597025,9.5636621636495,10.4046133891648,7.51561458142942,9.15864341646011,15.9840661683452,8.08307592350911,1.9235137116234,6.83536895594443,13.8943587162007,17.4230699722907,5.5181615499846,12.5081835786418,9.86185711461349,14.8676929032108,13.2988330729072,12.57152286164,2.59652262522013,10.0129509810522,17.2551062473699,12.1063338743843,16.2872022558063,12.217998967616,18.2467189984304,15.133346756124,16.1555132053008,14.6972654372084,6.44243637534601,19.0450858612676,10.1869012063457,10.6281194088056,9.03697065150891,6.64731415252072,10.6673401985349,13.8095538597081,7.41875967251735,12.1923750148908,13.3455746979184,9.78068208326476,7.60797569237275,7.29321109974671,11.3381758698238,12.2866124738534,8.50255180461954,11.6483092334365,12.2387251459181,4.25541529794691,13.6932506306171,11.9889870550323,8.80102585274153,13.7427663848775,13.2096443033452,8.61278418311576,10.4269025293083,7.19710211867277,6.59783333404039,8.19918950780493,9.1876854228135,18.8325353664577,16.9675397452479,9.25447584117501,9.1067744294287,9.14413547980939,5.82068831962215,3.1210876252585,7.5997363679985,10.270581166053,27.4118665893138,8.09256542578805,7.62602759168794,16.834660051431,11.3949288589029,14.7351026204119,16.0481125885012,10.0845289405856,5.43874794969815,11.0383151533156,6.43330442534852,6.50020062188605,3.70129787573114,4.30224597367669,9.921086672819,6.10256814511649,4.04226693067767,10.4157084236572,4.84831181063646,6.40371162547945,6.86333871798479,9.44367743028397,2.51035471193291
,8,6.63836476964525,8.50975856875766,6.24382519753908,10.1021482512474,10.7788596881974,9.57829233046232,6.49385449659303,9.04713646419668,2.54482922682291,6.33673901496741,2.72865666208509,5.09945126914863,3.79333925977244,4.61478560989917,9.10609545787111,9.69233208670175,15.8394468811134,6.71379449314645,10.483430182549,9.17419871745415,15.3832312760501,12.4023779154818,7.16240782675959,6.28628010409693,5.67247345044734,6.56374805685209,13.4613514435596,14.9824242609425,7.46131720592894,14.7642596586934,13.1676139036308,10.1120774048859,8.37787999009879,7.67822383364864,12.3584870555578,10.2848067583013,10.6139990049696,5.93931339376468,10.7305272284893,8.39288158860518,8.72706865750888,7.28288592071976,5.9160127014743,6.843757819237,4.52430910845624,5.72622400528462,3.41232649408039,3.46682455827158,8.46080372065035,10.0616544549225,11.2351057558199,1.40507022628162,8.64084814551597,7.59036275862536,4.91474785631817,3.58759444670477,6.73336356012669,7.60421549970988,4.29674377438278,9.74352049064191,5.92554762321379,20.8653213536759,1.24400295424175,10.7522094743481,15.1914319530706,12.6403968527488,9.9407008174353,6.95023247442214,10.3680481652464,3.8752737151417,5.60495702339358,6.26480632878292,7.18784570583512,15.1757489985098,8.57715973921768,10.4295225267219,10.5876195384185,9.86201480633008,8.22638936441717,8.17354575071067,9.58291935108537,5.35807363123013,10.5051097442802,4.41295016306685,4.8856561896805,3.35355016880158,5.78933224979437,4.41947706806241,3.00031502850925,8.19250361956028,12.0408139494434,5.95912975433703,8.57708259350147,8.37720520018229,11.6532180421568,8.04507012910653
,9,5.09684454905891,10.7839379962984,5.34416493984327,-0.542564664338897,4.45090590505242,2.47564399904877,7.16800651319636,2.46598850381497,5.31512355345285,6.31102664593755,-4.87493952849218,1.62269294511725,3.03810032465663,-6.37913958220361,5.81527675288407,4.25213204826423,10.4142927379353,8.22306211152954,8.24496119880905,10.0877574412089,8.14095562231023,3.23674261748738,4.41718651344127,1.8116933964634,11.0165792955609,3.11228940749515,0.354889795226882,4.7096652678174,1.833157932841,9.21563954854082,11.4490230303168,6.35310021053465,3.72509488927608,6.99179928567719,3.09170221318982,0.652913713838643,-0.522365941833414,-2.6558794465991,2.35069821557136,1.54168927558658,-2.65470615092181,4.6988564301073,7.44331373269279,3.00706574192645,5.00806060450759,-1.26001568401716,3.87873741937983,4.6472595800592,-1.70470319261949,2.16584203443472,0.880891925665765,-1.45377787208236,-1.98735297952953,2.38900987492343,-0.692374666618434,0.853920170898618,3.53031139803443,1.21825046868935,0.936561412168885,3.99573962543354,-0.515764070748446,2.4024482399218,-2.42791083440261,3.54651637857023,0.598158414822137,3.73415319280093,6.49779660552667,-1.37473870668055,4.32086499778416,7.94671996439956,-3.90286592441407,-3.01282176179302,7.67726890166114,4.19806462587985,3.44521742525467,-0.860155308481353,1.52380515211007,4.36766665836558,3.2383249142008,5.63210840444071,8.86659462780608,7.18016283872248,3.49989227291007,4.56950321734621,-3.4728322082442,1.63695916218148,-3.13619496593037,-1.86101054028268,-1.44466466920176,-1.55423138694368,7.63058061624952,4.83228270263862,4.44972214988638,5.1411187859826,8.73263600722066,4.83442068705062
,10,-0.325817879540864,6.30007230462752,-3.57555655441956,-4.01193898304155,0.958645213080672,-9.37546842441543,-7.18431189600051,-6.57446596926729,-4.16939021725784,-6.03509789081591,-3.35967403563109,4.77974505737893,3.88380758338326,-5.40242191274911,-1.97308857787948,-2.59743537360873,-1.27116517072227,-2.80969442709056,-1.69797996738635,1.36527319480501,0.568697423811045,-1.63412450021633,5.99491008440964,0.174114629473479,-3.60635894666984,15.0886477380955,2.63827178762085,2.99069898296966,-1.86357435828631,-0.581359439793232,-2.41831543749913,-0.562866294699234,-0.129543181641566,-3.54171576674662,0.880916407893437,0.770104326958517,-6.40421190428469,-15.0521317781195,-4.42862914239186,-3.0244597851347,-9.84767282012626,-6.81392179852219,-3.15045575628483,-8.50957603470079,-3.42278855467521,-1.92596427859189,-5.55669969493874,-2.57569437508892,-9.71727014855605,-8.32088045329783,-12.0381525510802,-7.71993708591663,-11.856718203604,-3.73545733408309,-3.97537207498817,-11.662684444153,-6.31460738345322,-7.89141107000887,-2.87445342242609,-0.494527258449125,-6.70784960780384,-5.45678179054585,-9.4266826997,-5.89538303487916,-6.67578446120751,-5.87152623608881,-2.78431442878309,-1.76360063151242,-5.8708431244354,-7.10942318620528,-4.0938847298421,-4.38167837826904,1.21056340510404,-0.00137441143124306,-5.97526537692011,-6.80426556481189,-3.33857966095138,1.78809815384557,0.809870698175473,-3.34016096227742,0.168028331167079,-2.72685545085324,-0.801070583538603,-6.56887874419999,-8.87837311851763,-5.32767973538466,-6.96653171637354,-7.14543764007249,-10.70400682229,-4.06066800898816,0.087197291476059,-4.0665791324368,-0.692996987396782,-2.15985013544196,4.151878597615,-0.338791729247987
