Gender,Height_cm,US_born,Poverty,Weight_kg,Age_yr
Female,169.4,TRUE,FALSE,58.5,24
Male,176,TRUE,TRUE,79.8,19
Male,178.4,TRUE,FALSE,79.4,39
Female,165.6,TRUE,TRUE,94.4,22
Male,141.3,TRUE,FALSE,30.7,8
Female,151.2,FALSE,TRUE,61.3,59
Male,174.6,TRUE,FALSE,112.8,44
Female,163.5,TRUE,TRUE,97.6,50
Female,92.2,TRUE,FALSE,13.4,2
Male,180.2,TRUE,FALSE,116.2,68
Male,164.2,TRUE,FALSE,64.1,14
Male,178.3,TRUE,FALSE,122.8,29
Male,113.2,TRUE,FALSE,23.2,5
Female,163.2,TRUE,TRUE,56.6,16
Male,94,TRUE,TRUE,13.9,2
Male,169,TRUE,FALSE,75.9,19
Female,164.9,TRUE,FALSE,61.2,16
Female,122.4,FALSE,FALSE,22.3,7
Female,171.6,TRUE,TRUE,69.3,40
Male,160.2,TRUE,FALSE,60.7,51
Male,171.3,FALSE,FALSE,49.3,14
Male,161.5,FALSE,TRUE,64.4,42
Female,178.9,TRUE,FALSE,79.6,38
Female,98.1,TRUE,FALSE,12.4,3
Male,160.8,FALSE,TRUE,65.1,61
Male,165.2,TRUE,FALSE,48.4,13
Male,171.2,FALSE,FALSE,64.7,23
Female,163.3,TRUE,FALSE,92,67
Female,162.3,TRUE,TRUE,69.9,23
Female,166.3,TRUE,FALSE,52.9,13
Female,157.1,FALSE,FALSE,66.6,35
Female,161.8,TRUE,FALSE,63.3,17
Male,176,FALSE,FALSE,75.8,67
Female,115.8,TRUE,TRUE,18.7,6
Female,151,FALSE,FALSE,58.6,62
Male,178.1,TRUE,TRUE,61.5,14
Male,185.8,TRUE,FALSE,108.8,48
Male,177.3,TRUE,FALSE,83.2,31
Female,153.1,FALSE,TRUE,39.7,10
Female,148,TRUE,TRUE,81.8,11
Female,161.6,TRUE,FALSE,109.6,47
Female,164.3,TRUE,TRUE,48.8,24
Female,163.8,FALSE,FALSE,79.9,19
Male,105.9,TRUE,TRUE,17.1,5
Male,159.3,TRUE,TRUE,73.4,50
Female,148.2,FALSE,FALSE,60.6,48
Female,173.6,TRUE,FALSE,74,18
Male,146.8,TRUE,FALSE,35.5,11
Male,104.7,TRUE,FALSE,17,3
Male,172.9,TRUE,FALSE,109.4,44
Male,87.2,TRUE,TRUE,12.2,2
Male,124.6,TRUE,TRUE,38,5
Female,153.8,TRUE,TRUE,45.2,80
Male,129.6,TRUE,FALSE,40.3,7
Female,157.4,FALSE,FALSE,59.5,56
Male,135,TRUE,TRUE,54.8,7
Female,168.1,TRUE,FALSE,75.6,41
Female,159,TRUE,FALSE,90,65
Male,176.4,TRUE,FALSE,94.2,50
Male,190.4,TRUE,TRUE,75.1,45
Female,101.5,TRUE,FALSE,16.4,4
Female,153.7,FALSE,FALSE,87.9,40
Female,153.6,TRUE,FALSE,79,68
Male,181,TRUE,FALSE,73.8,65
Male,169.8,TRUE,FALSE,107.9,45
Female,165.4,FALSE,FALSE,85.5,41
Female,159.5,TRUE,FALSE,81,24
Female,155.8,FALSE,TRUE,67.8,31
Female,161.9,TRUE,FALSE,78.5,49
Male,176.5,TRUE,FALSE,97.9,54
Male,182.8,TRUE,FALSE,88.4,80
Male,170.4,FALSE,FALSE,74.8,65
Male,120.6,TRUE,FALSE,26.6,6
Female,160.9,TRUE,FALSE,64.5,52
Female,149.4,TRUE,FALSE,52,12
Female,163.7,TRUE,TRUE,52.2,18
Female,154.3,TRUE,FALSE,46.5,14
Female,161.9,FALSE,FALSE,50.3,14
Male,172,TRUE,TRUE,110.5,14
Male,166.9,TRUE,FALSE,71.1,12
Male,135,TRUE,FALSE,33,8
Male,98,TRUE,TRUE,15.4,3
Male,181.2,TRUE,FALSE,94.8,44
Male,189.9,TRUE,FALSE,67.8,29
Male,135.1,TRUE,TRUE,35.3,9
Male,169.7,FALSE,TRUE,50.9,78
Male,176.5,TRUE,FALSE,108.7,80
Male,177.7,TRUE,FALSE,81.1,43
Male,176,TRUE,FALSE,79.3,16
Male,185.4,TRUE,TRUE,106.9,20
Male,161.8,FALSE,FALSE,69.1,46
Male,126.6,TRUE,FALSE,24.2,6
Male,179.6,TRUE,FALSE,98.5,31
Male,181.7,TRUE,TRUE,94.7,21
Male,114.4,TRUE,FALSE,22.6,6
Female,161.8,FALSE,FALSE,102.8,51
Male,162.3,TRUE,FALSE,47.9,12
Male,170.4,TRUE,FALSE,94.2,63
Male,180.5,TRUE,FALSE,167,37
Male,173.6,TRUE,TRUE,62.1,21
Male,104,TRUE,FALSE,18.6,3
Male,179.5,TRUE,TRUE,153.7,50
Female,155.5,TRUE,FALSE,49.8,13
Male,157.1,TRUE,FALSE,41.4,12
Male,173.3,TRUE,TRUE,118,32
Female,95.8,TRUE,FALSE,14.1,2
Female,145,FALSE,TRUE,43,80
Male,174.9,TRUE,FALSE,53.7,20
Male,171.5,TRUE,TRUE,68.7,24
Female,167.8,TRUE,FALSE,52.4,16
Male,176.4,FALSE,FALSE,80.1,68
Male,168.5,FALSE,FALSE,89.2,22
Female,110.9,TRUE,TRUE,18.9,5
Male,105.9,TRUE,TRUE,19,4
Female,152.6,FALSE,FALSE,54.2,39
Male,176.9,TRUE,TRUE,76,70
Male,173.7,TRUE,TRUE,69.7,51
Male,167.4,TRUE,FALSE,60.6,25
Female,166.7,TRUE,FALSE,91.8,51
Female,168,TRUE,FALSE,64.5,19
Female,130.1,TRUE,FALSE,26.3,6
Female,169,FALSE,FALSE,65.5,52
Female,162.3,TRUE,TRUE,51,14
Male,173.7,TRUE,TRUE,67.8,58
Female,158.7,TRUE,TRUE,72.4,54
Male,174.5,TRUE,FALSE,68.2,27
Female,160.1,TRUE,FALSE,64,20
Female,177.1,TRUE,TRUE,56.3,22
Female,161.2,TRUE,FALSE,62.4,61
Male,174.5,FALSE,TRUE,54.3,24
Female,140.8,FALSE,FALSE,43.1,9
Male,177.1,FALSE,FALSE,74,71
Male,160.5,TRUE,FALSE,60.3,69
Male,150.6,TRUE,FALSE,40.8,10
Female,164.8,TRUE,TRUE,92.8,45
Female,177.8,TRUE,FALSE,68.6,26
Male,138.7,TRUE,TRUE,45.5,10
Female,169.1,TRUE,FALSE,92.4,16
Female,96.5,TRUE,TRUE,15.7,2
Male,114.6,TRUE,FALSE,18.8,6
Female,152.5,TRUE,FALSE,82.8,54
Male,108.4,TRUE,FALSE,19.5,4
Female,163.2,TRUE,TRUE,67.6,45
Female,151.8,FALSE,FALSE,94.3,61
Male,168.7,TRUE,FALSE,67.5,29
Male,152.1,FALSE,FALSE,70.6,48
Male,177.6,TRUE,TRUE,104,40
Male,180.7,FALSE,FALSE,101.7,33
Male,175.4,TRUE,FALSE,63.9,18
Male,174.7,TRUE,TRUE,59.6,54
Female,168.4,TRUE,FALSE,105.6,15
Male,114.4,TRUE,FALSE,19.3,7
Female,143.4,TRUE,FALSE,48.1,13
Male,163.1,FALSE,FALSE,61.3,37
Female,168.9,TRUE,TRUE,92.6,54
Female,166.8,FALSE,TRUE,89,48
Female,167.9,FALSE,FALSE,56.7,55
Male,126.1,TRUE,FALSE,22.6,6
Female,167.7,TRUE,FALSE,61.7,20
Female,165,TRUE,FALSE,54.4,17
Female,153.2,FALSE,FALSE,105.5,63
Female,157.7,FALSE,FALSE,92.5,54
Female,87.7,TRUE,FALSE,13.5,2
Male,173.7,TRUE,TRUE,64.9,16
Female,143.3,TRUE,TRUE,47.7,12
Female,121.5,TRUE,FALSE,22.2,7
Male,184.3,TRUE,FALSE,123.9,37
Male,121.6,FALSE,FALSE,19.5,7
Male,100.8,TRUE,FALSE,15.6,4
Female,153.1,TRUE,FALSE,109,32
Female,149.3,TRUE,TRUE,43.7,12
Male,182,TRUE,FALSE,76.5,80
Female,123.3,TRUE,TRUE,24.6,7
Male,167.4,TRUE,FALSE,49.9,16
Female,161.9,FALSE,FALSE,74.5,34
Female,168.5,TRUE,TRUE,83.2,21
Female,165.8,TRUE,FALSE,111.2,44
Male,182.3,TRUE,FALSE,87.4,53
Female,98.1,TRUE,FALSE,21.2,2
Male,185.9,TRUE,FALSE,75.4,18
Male,168.9,TRUE,FALSE,75,47
Female,173.2,TRUE,TRUE,74.1,41
Female,170.7,TRUE,FALSE,60.2,18
Male,177.5,TRUE,FALSE,77.5,80
Male,176.2,TRUE,FALSE,86,32
Female,111.5,TRUE,TRUE,18,5
Female,107,TRUE,FALSE,18.8,4
Male,125.2,TRUE,FALSE,44.4,6
Female,159.4,FALSE,FALSE,72.5,31
Male,110.1,TRUE,TRUE,19.7,4
Female,174.9,TRUE,FALSE,133.4,55
Male,135.5,TRUE,TRUE,31.5,10
Female,159.8,TRUE,TRUE,92.4,34
Male,162.5,TRUE,TRUE,64.1,12
Female,155.6,TRUE,FALSE,56.7,32
Female,170.3,TRUE,TRUE,86.3,23
Female,153.8,FALSE,FALSE,52.1,12
Male,178.8,TRUE,FALSE,84.8,47
Female,174,FALSE,FALSE,58.2,20
Female,161.9,TRUE,FALSE,66.8,37
Female,163.3,TRUE,TRUE,107,50
Male,165.6,TRUE,FALSE,82.3,79
Male,182.6,TRUE,FALSE,114.2,40
Male,171.1,FALSE,FALSE,75.4,62
Female,158.4,FALSE,TRUE,126.4,58
Male,178.9,FALSE,TRUE,99.8,49
Male,147.1,TRUE,FALSE,62.4,10
Female,157.9,FALSE,TRUE,59.5,17
Male,101.8,TRUE,FALSE,15.1,4
Female,164,TRUE,TRUE,60.4,19
Male,84.3,TRUE,FALSE,11.7,2
Female,108.8,TRUE,TRUE,17.8,5
Female,168,FALSE,FALSE,59,26
Male,177.2,FALSE,TRUE,111.3,32
Male,126.6,TRUE,TRUE,26,7
Female,152.4,FALSE,FALSE,70.6,39
Female,164.9,FALSE,FALSE,68.1,65
Male,182.2,TRUE,FALSE,83.3,29
Male,176.4,TRUE,FALSE,80.4,17
Female,158.5,TRUE,FALSE,97.3,39
Female,159.3,TRUE,FALSE,138.3,55
Male,165.7,TRUE,FALSE,89.9,60
Female,155.3,FALSE,FALSE,50.1,47
Male,169.1,TRUE,FALSE,80.9,63
Female,160.1,TRUE,FALSE,57.6,29
Male,160.3,FALSE,FALSE,86.8,66
Male,164.5,TRUE,FALSE,58.9,14
Female,167.6,TRUE,FALSE,67.9,70
Female,162.1,TRUE,FALSE,66.4,57
Male,174.9,TRUE,TRUE,68.9,18
Male,154.3,TRUE,FALSE,63.3,9
Male,183.8,TRUE,FALSE,96.6,70
Male,173.2,FALSE,FALSE,61.4,14
Female,161.5,TRUE,FALSE,88.2,24
Female,142.2,TRUE,FALSE,31.9,10
Female,160,TRUE,FALSE,86.4,64
Male,123.3,TRUE,FALSE,29.5,7
Female,153.9,FALSE,TRUE,53,31
Female,169.8,TRUE,FALSE,65.3,41
Female,86.4,TRUE,FALSE,12.1,2
Female,105.9,TRUE,FALSE,17.5,4
Male,171.6,TRUE,TRUE,72.3,14
Female,149.2,FALSE,FALSE,72.8,64
Male,186,TRUE,FALSE,138.5,15
Male,163.9,TRUE,FALSE,57.9,13
Female,146.2,TRUE,TRUE,70.2,8
Male,184.6,TRUE,TRUE,70.2,28
Female,158.6,TRUE,FALSE,50,21
Female,158.1,TRUE,FALSE,98.8,49
Male,188.4,TRUE,FALSE,71.7,18
Male,184.9,TRUE,FALSE,140.1,53
Female,171.2,TRUE,FALSE,81.3,43
Male,172.2,TRUE,FALSE,55,13
Female,167.8,TRUE,TRUE,103,28
Female,121.2,TRUE,FALSE,28.9,7
Female,162.1,TRUE,FALSE,73.9,75
Female,147.3,TRUE,TRUE,50.7,11
Female,123.4,TRUE,FALSE,20.5,7
Male,172.5,FALSE,FALSE,88.5,69
Male,176.3,FALSE,FALSE,73.6,15
Male,89.4,TRUE,FALSE,15.8,2
Female,162.9,FALSE,TRUE,72.3,59
Male,175.6,TRUE,FALSE,130,44
Female,168.5,FALSE,FALSE,59.2,62
Female,159.3,TRUE,FALSE,71.9,10
Male,174.5,FALSE,FALSE,72.3,76
Female,156.2,TRUE,FALSE,83.9,65
Male,174.3,TRUE,FALSE,90,62
Female,166.1,TRUE,FALSE,108.7,70
Male,164.9,TRUE,FALSE,62.6,20
Female,157,FALSE,FALSE,59.1,54
Male,123.5,TRUE,TRUE,21.8,7
Male,182.5,FALSE,FALSE,76.9,37
Female,107.4,TRUE,TRUE,17.4,5
Male,171,TRUE,FALSE,68.8,14
Male,181.6,TRUE,FALSE,105.3,26
Male,127,TRUE,TRUE,46.6,7
Male,179.9,TRUE,FALSE,58.4,17
Male,170.4,TRUE,FALSE,56.8,80
Female,100.7,TRUE,TRUE,17.3,3
Female,165.8,TRUE,FALSE,59.7,31
Male,168.2,FALSE,FALSE,66.6,59
Male,172.2,TRUE,FALSE,71.7,16
Female,161.6,TRUE,FALSE,79.6,42
Female,150.1,FALSE,TRUE,56.2,25
Male,180.1,TRUE,TRUE,72.6,19
Female,98.5,TRUE,FALSE,15.1,3
Male,159.3,TRUE,TRUE,75,13
Male,124.2,TRUE,FALSE,36.5,6
Male,170.7,TRUE,FALSE,76.9,51
Female,152,FALSE,FALSE,75.4,29
Male,172,FALSE,FALSE,72,47
Male,183,TRUE,FALSE,120.3,24
Male,102.7,TRUE,TRUE,14.8,4
Female,157,FALSE,TRUE,59,12
Female,159.1,TRUE,TRUE,68.5,16
Female,158,TRUE,FALSE,74.5,60
Male,184.3,TRUE,FALSE,96.9,35
Female,163.2,TRUE,FALSE,55.7,14
Male,118.6,TRUE,FALSE,20,6
Female,141.2,TRUE,FALSE,46.4,59
Female,155.4,FALSE,TRUE,92.6,50
Female,169.1,FALSE,FALSE,114.9,59
Female,166.3,TRUE,FALSE,103.8,42
Male,172.5,TRUE,FALSE,65.7,22
Male,179.8,TRUE,FALSE,87.7,54
Male,173.8,TRUE,FALSE,138.4,50
Female,155,TRUE,TRUE,56.6,11
Male,184.6,TRUE,FALSE,83.9,25
Male,135.7,TRUE,FALSE,35.1,7
Female,153.4,TRUE,TRUE,52.9,14
Male,170.4,FALSE,FALSE,82.2,21
Male,169.1,TRUE,FALSE,79.9,16
Male,174.2,TRUE,FALSE,81.7,38
Male,174.3,FALSE,FALSE,79,69
Female,154.9,FALSE,FALSE,84.9,17
Male,169.1,TRUE,FALSE,56.7,14
Male,181.9,TRUE,FALSE,101.2,21
Male,176.9,TRUE,FALSE,81.9,27
Female,159,TRUE,TRUE,87.1,74
Male,178.8,TRUE,FALSE,89.5,29
Male,181.4,TRUE,TRUE,80.3,20
Male,132.9,TRUE,FALSE,32.2,8
Male,170.6,TRUE,FALSE,125.4,58
Male,168.7,TRUE,FALSE,73,80
Male,106.1,TRUE,FALSE,20.2,4
Male,165.4,FALSE,TRUE,41.7,15
Female,156.8,FALSE,FALSE,47.4,52
Female,170.2,TRUE,FALSE,67.1,35
Male,88.6,TRUE,TRUE,14,2
Male,172.2,TRUE,FALSE,76.6,80
Male,115.3,TRUE,FALSE,25.3,4
Male,172.8,FALSE,FALSE,61.2,36
Female,109.1,TRUE,FALSE,21.1,4
Female,142.6,TRUE,FALSE,41.4,10
Male,172.9,TRUE,FALSE,92.9,58
Female,156.3,TRUE,TRUE,40.9,10
Male,181.7,TRUE,FALSE,104.2,44
Female,149.7,FALSE,FALSE,53.1,54
Female,108.3,TRUE,TRUE,18.5,4
Female,154.9,FALSE,TRUE,92.9,51
Female,144.9,TRUE,TRUE,39.3,11
Female,99.5,TRUE,FALSE,14.1,4
Male,171,TRUE,FALSE,68.9,29
Male,147.4,TRUE,FALSE,31.5,10
Female,160.2,TRUE,TRUE,89.1,33
Female,161.6,TRUE,FALSE,94.9,48
Female,123.7,TRUE,TRUE,21.5,6
Male,174.4,TRUE,TRUE,76.4,58
Female,157.8,TRUE,FALSE,58.5,60
Female,86.2,TRUE,FALSE,10.8,2
Female,161.9,TRUE,FALSE,47.8,13
Male,169.7,TRUE,FALSE,76.6,22
Male,150.4,TRUE,FALSE,41.1,12
Female,160,FALSE,FALSE,71.6,39
Male,184.9,TRUE,FALSE,77.3,46
Female,153.5,FALSE,FALSE,55.9,56
Female,152.3,FALSE,FALSE,58.1,38
Female,143.9,TRUE,FALSE,49.8,35
Male,167.9,TRUE,FALSE,51.7,15
Male,175.2,TRUE,FALSE,99.7,42
Male,155.8,TRUE,FALSE,67.3,12
Female,173,TRUE,TRUE,77.2,24
Female,148,FALSE,TRUE,57.4,42
Female,150,TRUE,TRUE,40.6,11
Male,179.6,TRUE,FALSE,105.2,23
Female,166.3,FALSE,FALSE,57.2,38
Male,155.8,TRUE,FALSE,66,11
Male,121.7,TRUE,FALSE,26.2,8
Male,146,TRUE,FALSE,43.4,13
Male,170.4,TRUE,FALSE,84.2,16
Male,169.2,FALSE,TRUE,75.9,57
Female,100,TRUE,FALSE,16.3,4
Female,172,TRUE,FALSE,74.9,22
Male,173.2,FALSE,FALSE,84.9,62
Female,148.9,TRUE,FALSE,76.7,72
Female,167.1,TRUE,FALSE,90.8,20
Male,148.7,TRUE,TRUE,48.8,10
Female,136.8,TRUE,FALSE,30.9,11
Male,95.9,TRUE,FALSE,14.3,3
Female,168.7,FALSE,FALSE,56.8,35
Male,117.3,TRUE,TRUE,23.4,6
Female,161.9,FALSE,FALSE,59.6,50
Female,167.4,TRUE,TRUE,83.2,17
Male,178.4,TRUE,TRUE,75.9,24
Male,176.7,TRUE,TRUE,68.4,18
Female,163.3,FALSE,FALSE,71.9,39
Male,173.8,TRUE,FALSE,62.3,29
Male,176,TRUE,FALSE,97.2,56
Female,151.8,FALSE,FALSE,57.5,33
Female,118.2,TRUE,TRUE,24.3,6
Female,97,TRUE,FALSE,14.2,3
Female,164.2,TRUE,FALSE,92.6,39
Male,189.7,TRUE,FALSE,93.7,55
Male,197.2,FALSE,FALSE,77.1,23
Male,147.5,TRUE,TRUE,54.4,9
Female,165.5,FALSE,FALSE,63,34
Male,160.3,FALSE,FALSE,49.9,17
Female,159,TRUE,FALSE,72.7,30
Female,158.4,TRUE,FALSE,81.4,68
Female,124.3,TRUE,FALSE,32.4,6
Male,176.7,TRUE,TRUE,71.7,19
Male,181.7,TRUE,FALSE,76.3,15
Female,177.8,TRUE,FALSE,95.6,21
Male,176.9,FALSE,FALSE,78.5,45
Female,179.2,TRUE,FALSE,216.1,44
Male,172.6,TRUE,FALSE,113.1,56
Male,147.6,TRUE,FALSE,33,10
Female,106.5,TRUE,TRUE,17.2,5
Male,186.3,TRUE,FALSE,85.2,51
Male,176.1,FALSE,FALSE,93.8,29
Male,94,TRUE,FALSE,14.8,2
Female,152,TRUE,FALSE,77.4,62
Male,176.7,TRUE,TRUE,90.9,36
Male,158.7,FALSE,FALSE,70.4,72
Female,151.5,TRUE,FALSE,47.3,9
Male,173.6,FALSE,FALSE,70.8,33
Male,158.4,TRUE,FALSE,62.3,80
Male,111,TRUE,FALSE,21.7,4
Male,176.3,TRUE,FALSE,105.6,25
Male,188.5,TRUE,FALSE,77.1,17
Male,171.9,TRUE,FALSE,88.7,36
Male,178.5,TRUE,FALSE,107.4,32
Female,95.4,TRUE,TRUE,14.7,3
Female,123.9,TRUE,TRUE,37.7,7
Male,178.7,TRUE,FALSE,74.6,27
Male,180.6,TRUE,TRUE,84.7,51
Male,156.3,TRUE,FALSE,46.7,11
Male,169.9,TRUE,TRUE,75.9,64
Male,167.6,FALSE,FALSE,74.5,50
Female,168.1,TRUE,FALSE,58.6,16
Female,114.2,TRUE,TRUE,20.5,5
Female,125.2,TRUE,FALSE,24.5,6
Female,161.7,FALSE,TRUE,100.1,29
Female,153.4,FALSE,FALSE,70.9,52
Female,163.4,TRUE,FALSE,129.2,30
Male,175.1,TRUE,FALSE,82.9,15
Male,175.6,TRUE,TRUE,64.8,50
Male,171.8,TRUE,TRUE,77.3,21
Male,166,FALSE,FALSE,73.6,76
Female,174.1,TRUE,FALSE,112.4,46
Male,142.8,TRUE,TRUE,39.3,10
Male,110.2,TRUE,FALSE,18,5
Male,188.5,TRUE,FALSE,109.9,67
Male,97.7,TRUE,FALSE,16.7,2
Female,160.8,FALSE,TRUE,62.5,26
Female,160.3,TRUE,FALSE,62.6,40
Female,164.6,TRUE,FALSE,57.1,14
Female,165.6,TRUE,FALSE,101.7,29
Male,168.3,TRUE,TRUE,90.9,80
Female,113.3,TRUE,FALSE,20.5,6
Female,159.6,FALSE,FALSE,57.7,52
Female,158.2,TRUE,FALSE,104.2,50
Male,182.3,TRUE,FALSE,72.9,42
Male,185.1,TRUE,FALSE,99.7,35
Female,142.6,TRUE,FALSE,37.3,9
Male,171.1,TRUE,TRUE,140.6,38
Male,179.3,TRUE,FALSE,94.2,80
Female,165.4,TRUE,FALSE,73,35
Male,173.3,FALSE,FALSE,72.1,44
Female,163.6,FALSE,FALSE,72.9,26
Female,151,TRUE,FALSE,60,16
Female,172.3,TRUE,FALSE,86.5,17
Female,159.9,TRUE,TRUE,73.8,55
Female,152.9,TRUE,TRUE,56.4,11
Male,171.7,TRUE,TRUE,65.1,21
Male,135.6,TRUE,FALSE,26.8,8
Female,87,TRUE,FALSE,12.3,2
Male,126.3,TRUE,FALSE,32.7,7
Male,183.9,TRUE,FALSE,123.2,62
Male,172.9,TRUE,TRUE,57.4,53
Female,167.8,TRUE,FALSE,84.3,43
Male,180,TRUE,TRUE,106,62
Female,168,TRUE,FALSE,71.9,52
Female,142.2,TRUE,TRUE,30.1,8
Female,144.6,FALSE,FALSE,55.4,58
Female,160.1,TRUE,FALSE,53.8,11
Male,165.2,TRUE,TRUE,61.9,15
Male,177.5,TRUE,FALSE,84.4,24
Male,168.6,FALSE,FALSE,86.6,32
Female,152.4,FALSE,TRUE,86.5,37
Male,171,TRUE,TRUE,54.5,39
Female,148.4,FALSE,TRUE,40.1,11
Female,158.3,TRUE,TRUE,49.7,18
Male,175.3,TRUE,FALSE,98.3,37
Male,141,TRUE,TRUE,32.4,10
Male,133.3,TRUE,TRUE,52.4,8
Male,91.4,TRUE,FALSE,14,2
Female,165.6,TRUE,TRUE,96.5,50
Male,105.4,TRUE,TRUE,17.7,4
Female,150.4,FALSE,TRUE,64.3,43
Female,153.8,TRUE,FALSE,46.9,11
Male,149.7,TRUE,FALSE,49.8,69
Male,181.3,TRUE,FALSE,59.6,19
Female,159.7,TRUE,FALSE,69.7,47
Male,88.1,TRUE,FALSE,12.2,2
Female,164.1,TRUE,FALSE,79.1,69
Male,169.2,FALSE,TRUE,107.6,34
Female,151,TRUE,FALSE,108.7,54
Female,158.3,TRUE,TRUE,57.1,65
Female,160.6,TRUE,FALSE,68.4,46
Male,164.9,TRUE,FALSE,65.1,50
Female,163.8,TRUE,FALSE,59.6,26
Male,166.8,TRUE,TRUE,71.5,34
Male,156.9,TRUE,TRUE,41.3,12
Female,86.5,TRUE,TRUE,12.3,2
Female,155.7,TRUE,TRUE,61.3,25
Male,161.6,TRUE,FALSE,88,78
Male,111.8,TRUE,TRUE,21.8,5
Female,128.3,TRUE,FALSE,24.5,11
Female,155.3,FALSE,FALSE,57.9,80
Female,167.7,TRUE,FALSE,65,49
Female,86,TRUE,TRUE,11.8,2
Female,177.2,TRUE,FALSE,73.8,41
Female,171.8,TRUE,FALSE,63.4,34
Male,185.6,TRUE,FALSE,81.5,47
Male,182,TRUE,TRUE,107.6,46
Male,173.9,TRUE,FALSE,59.7,12
Female,133.6,TRUE,FALSE,29.7,8
Male,162,TRUE,FALSE,57.2,60
Male,173.3,FALSE,TRUE,100.2,33
Male,182.4,TRUE,FALSE,91.9,65
Male,162.6,FALSE,FALSE,68,18
Male,128.8,TRUE,FALSE,29.7,8
Female,145.1,FALSE,TRUE,80.3,59
Male,157.7,TRUE,FALSE,48.4,13
Female,88.4,TRUE,FALSE,12.7,2
Female,157.5,TRUE,FALSE,76.7,51
Male,183.4,TRUE,FALSE,90.1,29
Female,153.9,TRUE,FALSE,50.8,11
Male,185.4,TRUE,FALSE,86.4,21
Female,179.7,TRUE,FALSE,61.1,23
Female,121.1,TRUE,FALSE,22.2,6
Male,174.4,TRUE,FALSE,85.2,67
Male,173.7,FALSE,TRUE,61,42
Male,173.3,TRUE,TRUE,68.6,45
Female,157.6,FALSE,FALSE,46.3,13
Male,177.1,TRUE,TRUE,83.1,25
Female,158,TRUE,TRUE,61.8,18
Male,175.2,TRUE,TRUE,93.9,31
Male,163.2,TRUE,FALSE,68.5,35
Female,160.1,TRUE,FALSE,73.5,52
Male,168.9,FALSE,FALSE,75,80
Female,157.4,TRUE,FALSE,66.8,60
Male,182.9,TRUE,FALSE,96.2,74
Female,163.8,TRUE,FALSE,51.6,15
Female,158.6,TRUE,FALSE,54.1,15
Female,148.7,TRUE,TRUE,37.5,9
Male,164.4,TRUE,TRUE,47.8,12
Male,163.5,FALSE,FALSE,50.5,31
Male,103.4,TRUE,TRUE,17,4
Male,172.8,TRUE,FALSE,86.8,31
Male,114.7,FALSE,FALSE,18.4,5
Female,134.3,TRUE,TRUE,38.1,8
Female,156.5,TRUE,TRUE,54.3,16
Male,134.6,TRUE,FALSE,29.1,9
Female,155.7,FALSE,FALSE,79.5,64
Female,145.1,TRUE,FALSE,51.8,10
Male,174.7,TRUE,FALSE,112.2,14
Female,92.8,TRUE,TRUE,15,2
Male,172.6,TRUE,FALSE,63.4,80
Male,188,TRUE,TRUE,139,19
Male,179.7,TRUE,FALSE,90,74
Female,174.4,TRUE,FALSE,70.5,59
Male,121.6,TRUE,FALSE,23.2,6
Female,167.7,TRUE,FALSE,85.7,41
Female,157.5,TRUE,FALSE,46.8,16
Female,164.4,TRUE,FALSE,70.3,25
Female,119.6,TRUE,TRUE,19,6
Female,161,TRUE,FALSE,50.2,80
Male,174.4,TRUE,FALSE,70.8,40
Male,183.7,TRUE,TRUE,88.9,19
Male,179.5,TRUE,TRUE,97,13
Female,91.7,TRUE,TRUE,14,2
Male,172.3,TRUE,FALSE,96.3,69
Male,183,TRUE,FALSE,137.3,60
Male,110.6,TRUE,FALSE,17.3,6
Female,167.3,TRUE,FALSE,100.5,61
Female,166.1,TRUE,FALSE,100.5,26
Female,120.3,TRUE,FALSE,25.5,6
Male,183.4,TRUE,FALSE,97.2,22
Female,127.6,TRUE,FALSE,28.2,8
Female,169.3,TRUE,FALSE,54.7,44
Female,155.4,FALSE,FALSE,45,54
Male,97.9,TRUE,FALSE,14.5,3
Male,179,TRUE,FALSE,93.9,35
Female,137.7,TRUE,FALSE,30.3,8
Female,120,TRUE,FALSE,22.9,6
Female,124.7,TRUE,FALSE,26.3,6
Male,174.3,TRUE,FALSE,92.8,56
Female,162,TRUE,FALSE,91.1,32
Male,180.4,TRUE,FALSE,146.3,55
Male,181,FALSE,FALSE,104.3,80
Male,160,TRUE,FALSE,82.6,26
Male,125.9,TRUE,FALSE,27.5,6
Female,168.7,TRUE,FALSE,61.9,50
Male,179.7,TRUE,TRUE,105.8,18
Male,159.3,TRUE,FALSE,45.3,12
Male,174.8,TRUE,FALSE,84.3,60
Male,157.1,FALSE,TRUE,57.2,61
Male,176.9,TRUE,FALSE,89.8,64
Female,167.1,TRUE,FALSE,118,42
Female,171.1,TRUE,FALSE,118.4,48
Male,167.9,TRUE,FALSE,74.9,69
Female,158.1,TRUE,TRUE,65.6,63
Female,155.6,FALSE,FALSE,66.7,56
Female,156,TRUE,TRUE,104.4,47
Male,172.5,FALSE,TRUE,81.5,46
Male,186.5,TRUE,FALSE,81,16
Female,159.5,TRUE,FALSE,110.3,76
Male,173.6,TRUE,FALSE,95.6,65
Male,175.4,TRUE,TRUE,80.2,17
Female,115.4,TRUE,TRUE,21,5
Male,140.9,TRUE,FALSE,37.2,11
Female,153.5,TRUE,FALSE,45.3,10
Male,169.3,TRUE,FALSE,103.6,76
Male,171.5,TRUE,FALSE,70.4,27
Female,144,FALSE,TRUE,55,68
Female,157.2,TRUE,TRUE,59.4,15
